Genus	Species	ProteomeID	Description	taxaID	ReleaseDate	ProteinCount
Pyrobaculum	aerophilum	UP000002439	Pyrobaculum aerophilum (strain ATCC 51768 / IM2 / DSM 7523 / JCM 9630 / NBRC 100827)	178306	2015-04-13	2590
Pyrobaculum	arsenaticum	UP000001567	Pyrobaculum arsenaticum (strain DSM 13514 / JCM 11321)	340102	2015-04-09	2296
Pyrobaculum	calidifontis	UP000001431	Pyrobaculum calidifontis (strain JCM 11548 / VA1)	410359	2015-04-09	2148
Pyrobaculum	islandicum	UP000002595	Pyrobaculum islandicum (strain DSM 4184 / JCM 9189)	384616	2015-04-09	1976
Pyrobaculum	neutrophilum	UP000001694	Pyrobaculum neutrophilum (strain DSM 2338 / JCM 9278 / V24Sta) (Thermoproteus neutrophilus)	444157	2015-04-09	1965
Pyrococcus	yayanosii	UP000008386	Pyrococcus yayanosii (strain CH1 / JCM 16557)	529709	2015-04-10	1865
Pyrococcus	abyssi	UP000000810	Pyrococcus abyssi (strain GE5 / Orsay)	272844	2015-04-13	1788
Pyrococcus	furiosus	UP000001013	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	186497	2015-04-13	2045
Pyrococcus	horikoshii	UP000000752	Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3)	70601	2015-04-13	2077
Pyrococcus	sp.	UP000008293	Pyrococcus sp. (strain NA2)	342949	2015-04-10	1980
Pyrolobus	fumarii	UP000001037	Pyrolobus fumarii (strain DSM 11204 / 1A)	694429	2015-04-10	1967
Rahnella	sp.	UP000007257	Rahnella sp. (strain Y9602)	741091	2015-06-03	7
Ralstonia	solanacearum	UP000001436	Ralstonia solanacearum (strain GMI1000) (Pseudomonas solanacearum)	267608	2015-04-13	5002
Ralstonia	metallidurans	UP000002429	Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839)	266264	2015-04-13	6364
Ralstonia	pickettii	UP000002566	Ralstonia pickettii (strain 12J)	402626	2015-04-13	4890
Ramlibacter	tataouinensis	UP000008385	Ramlibacter tataouinensis (strain ATCC BAA-407 / DSM 14655 / LMG 21543 / TTB310)	365046	2015-04-10	3880
Rattus	norvegicus	UP000002494	Rattus norvegicus (Rat)	10116	2015-06-07	32983
Renibacterium	salmoninarum	UP000002007	Renibacterium salmoninarum (strain ATCC 33209 / DSM 20767 / JCM 11484 / NBRC 15589 / NCIMB 2235)	288705	2015-05-03	3421
Rhizobium	sp.	UP000001054	Rhizobium sp. (strain NGR234)	394	2015-04-13	6274
Rhizobium	etli	UP000001936	Rhizobium etli (strain CFN 42 / ATCC 51251)	347834	2015-04-13	5921
Rhizobium	leguminosarum	UP000008330	Rhizobium leguminosarum bv. trifolii (strain WSM2304)	395492	2015-04-13	6403
Rhizobium	loti	UP000000552	Rhizobium loti (strain MAFF303099) (Mesorhizobium loti)	266835	2015-04-13	7255
Rhizobium	meliloti	UP000001976	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	266834	2015-04-13	6169
Rhodobacter	sphaeroides	UP000001597	Rhodobacter sphaeroides (strain KD131 / KCTC 12085)	557760	2015-04-13	4542
Rhodobacter	capsulatus	UP000002361	Rhodobacter capsulatus (strain ATCC BAA-309 / NBRC 16581 / SB1003)	272942	2015-04-13	3632
Rhodococcus	sp.	UP000008710	Rhodococcus jostii (strain RHA1)	101510	2015-05-03	9075
Rhodococcus	equi	UP000006892	Rhodococcus equi (strain 103S) (Corynebacterium equi)	685727	2015-06-02	4577
Rhodococcus	erythropolis	UP000002204	Rhodococcus erythropolis (strain PR4 / NBRC 100887)	234621	2015-05-03	6424
Rhodococcus	opacus	UP000002212	Rhodococcus opacus (strain B4)	632772	2015-05-03	8170
Rhodomicrobium	vannielii	UP000001399	Rhodomicrobium vannielii (strain ATCC 17100 / ATH 3.1.1 / DSM 162 / LMG 4299)	648757	2015-04-09	3513
Rhodopirellula	baltica	UP000001025	Rhodopirellula baltica (strain SH1)	243090	2015-04-09	7271
Rhodopseudomonas	palustris	UP000001725	Rhodopseudomonas palustris (strain TIE-1)	395960	2015-04-09	5242
Rhodospirillum	rubrum	UP000001929	Rhodospirillum rubrum (strain ATCC 11170 / ATH 1.1.1 / DSM 467 / LMG 4362 / NCIB 8255 / S1)	269796	2015-04-13	3835
Rhodospirillum	centenum	UP000001591	Rhodospirillum centenum (strain ATCC 51521 / SW)	414684	2015-04-09	3984
Rickettsia	typhi	UP000000604	Rickettsia typhi (strain ATCC VR-144 / Wilmington)	257363	2015-04-13	836
Rickettsia	africae	UP000002305	Rickettsia africae (strain ESF-5)	347255	2015-04-09	1041
Rickettsia	akari	UP000006830	Rickettsia akari (strain Hartford)	293614	2015-04-09	1257
Rickettsia	bellii	UP000001951	Rickettsia bellii (strain RML369-C)	336407	2015-04-09	1400
Rickettsia	canadensis	UP000007056	Rickettsia canadensis (strain McKiel)	293613	2015-04-09	1091
Rickettsia	conorii	UP000000816	Rickettsia conorii (strain ATCC VR-613 / Malish 7)	272944	2015-04-13	1372
Rickettsia	felis	UP000008548	Rickettsia felis (strain ATCC VR-1525 / URRWXCal2) (Rickettsia azadi)	315456	2015-04-13	1428
Rickettsia	massiliae	UP000001311	Rickettsia massiliae (strain Mtu5)	416276	2015-04-09	969
Rickettsia	montanensis	UP000008008	Rickettsia montanensis (strain OSU 85-930)	1105114	2015-04-10	1215
Rickettsia	parkeri	UP000008007	Rickettsia parkeri (strain Portsmouth)	1105108	2015-06-04	1318
Rickettsia	peacockii	UP000005015	Rickettsia peacockii (strain Rustic)	562019	2015-04-13	927
Rickettsia	philipii	UP000007997	Rickettsia philipii (strain 364D)	481009	2015-04-10	1343
Rickettsia	prowazekii	UP000002480	Rickettsia prowazekii (strain Madrid E)	272947	2015-04-08	834
Rickettsia	rickettsii	UP000006832	Rickettsia rickettsii (strain Sheila Smith)	392021	2015-06-04	1345
Rickettsia	slovaca	UP000005443	Rickettsia slovaca (strain 13-B)	941638	2015-06-04	1114
Riemerella	anatipestifer	UP000007492	Riemerella anatipestifer (strain RA-GD)	992406	2015-06-04	1977
Riesia	pediculicola	UP000001700	Riesia pediculicola (strain USDA)	515618	2015-04-09	540
Roseiflexus	sp.	UP000006554	Roseiflexus sp. (strain RS-1)	357808	2015-04-09	4494
Roseiflexus	castenholzii	UP000000263	Roseiflexus castenholzii (strain DSM 13941 / HLO8)	383372	2015-04-09	4324
Roseobacter	denitrificans	UP000007029	Roseobacter denitrificans (strain ATCC 33942 / OCh 114) (Erythrobacter sp. (strain OCh 114)) (Roseobacter denitrificans)	375451	2015-04-09	4118
Rothia	mucilaginosa	UP000001883	Rothia mucilaginosa (strain DY-18) (Stomatococcus mucilaginosus)	680646	2015-05-03	1991
Rothia	dentocariosa	UP000000387	Rothia dentocariosa (strain ATCC 17931 / CDC X599 / XDIA)	762948	2015-05-03	2212
Rubrobacter	xylanophilus	UP000006637	Rubrobacter xylanophilus (strain DSM 9941 / NBRC 16129)	266117	2015-05-03	3127
Ruegeria	sp.	UP000000636	Ruegeria sp. (strain TM1040) (Silicibacter sp.)	292414	2015-04-13	3849
Ruegeria	pomeroyi	UP000001023	Ruegeria pomeroyi (strain ATCC 700808 / DSM 15171 / DSS-3) (Silicibacter pomeroyi)	246200	2015-04-13	4269
Ruthia	magnifica	UP000002587	Ruthia magnifica subsp. Calyptogena magnifica	413404	2015-04-09	976
Saccharomonospora	viridis	UP000000841	Saccharomonospora viridis (strain ATCC 15386 / DSM 43017 / JCM 3036 / NBRC 12207 / P101)	471857	2015-05-03	3828
Saccharomyces	cerevisiae	UP000002311	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	2015-06-07	6721
Saccharophagus	degradans	UP000001947	Saccharophagus degradans (strain 2-40 / ATCC 43961 / DSM 17024)	203122	2015-04-09	3999
Saccharopolyspora	erythraea	UP000006728	Saccharopolyspora erythraea (strain NRRL 23338)	405948	2015-05-03	7154
Saccharothrix	espanaensis	UP000006281	Saccharothrix espanaensis (strain ATCC 51144 / DSM 44229 / JCM 9112 / NBRC 15066 / NRRL 15764)	1179773	2015-06-02	8423
Salinibacter	ruber	UP000008674	Salinibacter ruber (strain DSM 13855 / M31)	309807	2015-04-09	2812
Salinispora	tropica	UP000000235	Salinispora tropica (strain ATCC BAA-916 / DSM 44818 / CNB-440)	369723	2015-05-03	4522
Salinispora	arenicola	UP000001153	Salinispora arenicola (strain CNS-205)	391037	2015-05-03	4848
Salmonella	typhimurium	UP000001014	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287	2015-06-03	4533
Salmonella	agona	UP000008819	Salmonella agona (strain SL483)	454166	2015-04-13	4592
Salmonella	arizonae	UP000002084	Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980)	41514	2015-06-03	4500
Salmonella	bongori	UP000000289	Salmonella bongori (strain ATCC 43975 / DSM 13772 / NCTC 12419)	218493	2015-06-04	3855
Salmonella	choleraesuis	UP000000538	Salmonella choleraesuis (strain SC-B67)	321314	2015-04-13	4607
Salmonella	dublin	UP000008322	Salmonella dublin (strain CT_02021853)	439851	2015-06-04	4607
Salmonella	enteritidis	UP000000613	Salmonella enteritidis PT4 (strain P125109)	550537	2015-06-04	4192
Salmonella	gallinarum	UP000008321	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538	2015-06-05	3944
Salmonella	heidelberg	UP000001866	Salmonella heidelberg (strain SL476)	454169	2015-05-31	4757
Salmonella	newport	UP000008824	Salmonella newport (strain SL254)	423368	2015-06-03	713
Salmonella	paratyphi	UP000001869	Salmonella paratyphi A (strain AKU_12601)	554290	2015-06-07	4276
Salmonella	pullorum	UP000005873	Salmonella pullorum (strain RKS5078 / SGSC2294)	1081093	2015-06-07	4317
Salmonella	schwarzengrund	UP000001865	Salmonella schwarzengrund (strain CVM19633)	439843	2015-06-04	4604
Sanguibacter	keddieii	UP000000322	Sanguibacter keddieii (strain ATCC 51767 / DSM 10542 / NCFB 3025 / ST-74)	446469	2015-05-03	3710
Sarcophilus	harrisii	UP000007648	Sarcophilus harrisii (Tasmanian devil) (Sarcophilus laniarius)	9305	2015-05-10	22388
Scheffersomyces	stipitis	UP000002258	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	322104	2015-04-13	5797
Schistosoma	mansoni	UP000008854	Schistosoma mansoni (Blood fluke)	6183	2015-04-13	11723
Schizophyllum	commune	UP000007431	Schizophyllum commune (strain H4-8 / FGSC 9210) (Split gill fungus)	578458	2015-04-09	13128
Schizosaccharomyces	pombe	UP000002485	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	284812	2015-06-07	5121
Sclerotinia	sclerotiorum	UP000001312	Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1) (White mold) (Whetzelinia sclerotiorum)	665079	2015-04-09	14400
Sebaldella	termitidis	UP000000845	Sebaldella termitidis (strain ATCC 33386 / NCTC 11300)	526218	2015-04-13	4124
Segniliparus	rotundus	UP000002247	Segniliparus rotundus (strain ATCC BAA-972 / CDC 1076 / CIP 108378 / DSM 44985 / JCM 13578)	640132	2015-05-03	3001
Selaginella	moellendorffii	UP000001514	Selaginella moellendorffii (Spikemoss)	88036	2015-04-13	33150
Serratia	proteamaculans	UP000007074	Serratia proteamaculans (strain 568)	399741	2015-06-06	4930
Serratia	plymuthica	UP000008883	Serratia plymuthica (strain AS9)	768492	2015-06-06	4950
Setaria	italica	UP000004995	Setaria italica (Foxtail millet) (Panicum italicum)	4555	2015-05-15	39110
Shewanella	woodyi	UP000002168	Shewanella woodyi (strain ATCC 51908 / MS32)	392500	2015-04-09	4865
Shewanella	amazonensis	UP000009175	Shewanella amazonensis (strain ATCC BAA-1098 / SB2B)	326297	2015-04-09	3638
Shewanella	baltica	UP000000770	Shewanella baltica (strain OS195)	399599	2015-04-13	4618
Shewanella	denitrificans	UP000001982	Shewanella denitrificans (strain OS217 / ATCC BAA-1090 / DSM 15013)	318161	2015-04-09	3727
Shewanella	frigidimarina	UP000000684	Shewanella frigidimarina (strain NCIMB 400)	318167	2015-04-09	3990
Shewanella	halifaxensis	UP000001317	Shewanella halifaxensis (strain HAW-EB4)	458817	2015-04-09	4276
Shewanella	loihica	UP000001558	Shewanella loihica (strain ATCC BAA-1088 / PV-4)	323850	2015-04-09	3855
Shewanella	oneidensis	UP000008186	Shewanella oneidensis (strain MR-1)	211586	2015-04-13	4068
Shewanella	pealeana	UP000002608	Shewanella pealeana (strain ATCC 700345 / ANG-SQ1)	398579	2015-04-09	4181
Shewanella	piezotolerans	UP000000753	Shewanella piezotolerans (strain WP3 / JCM 13877)	225849	2015-04-09	4898
Shewanella	putrefaciens	UP000006699	Shewanella putrefaciens (strain CN-32 / ATCC BAA-453)	319224	2015-04-09	3948
Shewanella	sediminis	UP000002015	Shewanella sediminis (strain HAW-EB3)	425104	2015-04-09	4493
Shewanella	sp.	UP000002597	Shewanella sp. (strain W3-18-1)	351745	2015-06-04	4007
Shewanella	violacea	UP000002350	Shewanella violacea (strain JCM 10179 / CIP 106290 / LMG 19151 / DSS12)	637905	2015-04-09	4336
Shigella	sonnei	UP000002529	Shigella sonnei (strain Ss046)	300269	2015-04-13	4068
Shigella	boydii	UP000007067	Shigella boydii serotype 4 (strain Sb227)	300268	2015-04-13	3938
Shigella	dysenteriae	UP000002716	Shigella dysenteriae serotype 1 (strain Sd197)	300267	2015-05-01	3897
Shigella	flexneri	UP000001006	Shigella flexneri	623	2015-06-03	1651
Shimwellia	blattae	UP000001955	Shimwellia blattae (strain ATCC 29907 / DSM 4481 / JCM 1650 / NBRC 105725 / CDC 9005-74) (Escherichia blattae)	630626	2015-04-10	3870
Sideroxydans	lithotrophicus	UP000001625	Sideroxydans lithotrophicus (strain ES-1)	580332	2015-04-09	2977
Sinorhizobium	meliloti	UP000008705	Sinorhizobium meliloti (strain AK83)	693982	2015-06-04	6416
Sinorhizobium	medicae	UP000001108	Sinorhizobium medicae (strain WSM419) (Ensifer medicae)	366394	2015-04-13	6145
Slackia	heliotrinireducens	UP000002026	Slackia heliotrinireducens (strain ATCC 29202 / DSM 20476 / NCTC 11029 / RHS 1) (Peptococcus heliotrinreducens)	471855	2015-05-03	2750
Sodalis	glossinidius	UP000001932	Sodalis glossinidius (strain morsitans)	343509	2015-04-09	2490
Solanum	tuberosum	UP000011115	Solanum tuberosum (Potato)	4113	2015-05-15	53104
Solanum	lycopersicum	UP000004994	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	4081	2015-06-07	34825
Solenopsis	invicta	UP000006539	Solenopsis invicta (Red imported fire ant) (Solenopsis wagneri)	13686	2015-04-09	14193
Solibacter	usitatus	UP000000671	Solibacter usitatus (strain Ellin6076)	234267	2015-04-09	7761
Solitalea	canadensis	UP000007590	Solitalea canadensis (strain ATCC 29591 / DSM 3403 / NBRC 15130 / NCIMB 12057 / USAM 9D) (Flexibacter canadensis)	929556	2015-04-10	4304
Sorangium	cellulosum	UP000002139	Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56))	448385	2015-04-13	9320
Sorghum	bicolor	UP000000768	Sorghum bicolor (Sorghum) (Sorghum vulgare)	4558	2015-05-15	32796
Spathaspora	passalidarum	UP000000709	Spathaspora passalidarum (strain NRRL Y-27907 / 11-Y1)	619300	2015-04-10	5973
Spermophilus	tridecemlineatus	UP000005215	Spermophilus tridecemlineatus (Thirteen-lined ground squirrel) (Ictidomys tridecemlineatus)	43179	2015-05-10	19966
Sphaerobacter	thermophilus	UP000002027	Sphaerobacter thermophilus (strain DSM 20745 / S 6022)	479434	2015-04-13	3471
Sphaerochaeta	pleomorpha	UP000005632	Sphaerochaeta pleomorpha (strain ATCC BAA-1885 / DSM 22778 / Grapes)	158190	2015-04-10	3150
Sphaerochaeta	globosa	UP000008466	Sphaerochaeta globosa (strain ATCC BAA-1886 / DSM 22777 / Buddy) (Spirochaeta sp. (strain Buddy))	158189	2015-04-09	3007
Sphingobacterium	sp.	UP000007808	Sphingobacterium sp. (strain 21)	743722	2015-04-10	5132
Sphingomonas	wittichii	UP000001989	Sphingomonas wittichii (strain RW1 / DSM 6014 / JCM 10273)	392499	2015-04-13	5313
Sphingopyxis	alaskensis	UP000006578	Sphingopyxis alaskensis (strain DSM 13593 / LMG 18877 / RB2256) (Sphingomonas alaskensis)	317655	2015-04-09	3184
Spirochaeta	thermophila	UP000007254	Spirochaeta thermophila (strain ATCC 700085 / DSM 6578 / Z-1203)	869211	2015-04-09	2249
Spirochaeta	africana	UP000007383	Spirochaeta africana (strain ATCC 700263 / DSM 8902 / Z-7692)	889378	2015-04-10	2766
Spirochaeta	smaragdinae	UP000002318	Spirochaeta smaragdinae (strain DSM 11293 / JCM 15392 / SEBR 4228)	573413	2015-04-09	4211
Spirosoma	linguale	UP000002028	Spirosoma linguale (strain ATCC 33905 / DSM 74 / LMG 10896)	504472	2015-04-13	6867
Stackebrandtia	nassauensis	UP000000844	Stackebrandtia nassauensis (strain DSM 44728 / NRRL B-16338 / NBRC 102104 / LLR-40K-21)	446470	2015-05-03	6379
Stanieria	cyanosphaera	UP000010473	Stanieria cyanosphaera (strain ATCC 29371 / PCC 7437)	111780	2015-04-13	4751
Staphylococcus	saprophyticus	UP000006371	Staphylococcus saprophyticus subsp. saprophyticus (strain ATCC 15305 / DSM 20229)	342451	2015-04-13	2404
Staphylococcus	aureus	UP000000418	Staphylococcus aureus (strain MW2)	196620	2015-06-03	895
Staphylococcus	carnosus	UP000000444	Staphylococcus carnosus (strain TM300)	396513	2015-06-03	2460
Staphylococcus	epidermidis	UP000001411	Staphylococcus epidermidis (strain ATCC 12228)	176280	2015-06-04	2467
Staphylococcus	haemolyticus	UP000000543	Staphylococcus haemolyticus (strain JCSC1435)	279808	2015-06-03	2640
Staphylococcus	lugdunensis	UP000002041	Staphylococcus lugdunensis (strain HKU09-01)	698737	2015-06-04	2456
Staphylococcus	pseudintermedius	UP000007469	Staphylococcus pseudintermedius (strain HKU10-03)	937773	2015-04-24	2449
Staphylothermus	marinus	UP000000254	Staphylothermus marinus (strain ATCC 43588 / DSM 3639 / F1)	399550	2015-04-09	1570
Staphylothermus	hellenicus	UP000002573	Staphylothermus hellenicus (strain DSM 12710 / JCM 10830 / BK20S6-10-b1 / P8)	591019	2015-04-09	1599
Starkeya	novella	UP000006633	Starkeya novella (strain ATCC 8093 / DSM 506 / CCM 1077 / IAM 12100 / NBRC 12443 / NCIB 9113)	639283	2015-04-09	4424
Stenotrophomonas	maltophilia	UP000008840	Stenotrophomonas maltophilia (strain K279a)	522373	2015-04-13	4365
Streptobacillus	moniliformis	UP000002072	Streptobacillus moniliformis (strain ATCC 14647 / DSM 12112 / NCTC 10651 / 9901)	519441	2015-04-09	1431
Streptococcus	uberis	UP000000449	Streptococcus uberis (strain ATCC BAA-854 / 0140J)	218495	2015-06-04	1760
Streptococcus	agalactiae	UP000000821	Streptococcus agalactiae serotype V (strain ATCC BAA-611 / 2603 V/R)	208435	2015-04-13	2105
Streptococcus	dysgalactiae	UP000002732	Streptococcus dysgalactiae subsp. equisimilis (strain GGS_124)	486410	2015-06-02	2090
Streptococcus	equi	UP000001368	Streptococcus equi subsp. zooepidemicus (strain H70)	553483	2015-04-09	1851
Streptococcus	gallolyticus	UP000001517	Streptococcus gallolyticus (strain UCN34)	637909	2015-06-04	2216
Streptococcus	intermedius	UP000002897	Streptococcus intermedius (strain JTH08)	591365	2015-06-04	1705
Streptococcus	mitis	UP000008563	Streptococcus mitis (strain B6)	365659	2015-04-09	1971
Streptococcus	mutans	UP000002512	Streptococcus mutans serotype c (strain ATCC 700610 / UA159)	210007	2015-04-13	1953
Streptococcus	parauberis	UP000008277	Streptococcus parauberis (strain KCTC 11537)	936154	2015-06-03	0
Streptococcus	pasteurianus	UP000007946	Streptococcus pasteurianus (strain ATCC 43144 / JCM 5346 / CDC 1723-81)	981540	2015-04-10	1864
Streptococcus	pneumoniae	UP000007961	Streptococcus pneumoniae (strain Taiwan19F-14)	487213	2015-06-04	2034
Streptococcus	pseudopneumoniae	UP000001637	Streptococcus pseudopneumoniae (strain IS7493)	1054460	2015-04-10	2235
Streptococcus	pyogenes	UP000001039	Streptococcus pyogenes serotype M49 (strain NZ131)	471876	2015-06-03	263
Streptococcus	salivarius	UP000000507	Streptococcus salivarius (strain JIM8777)	347253	2015-06-03	1978
Streptococcus	sanguinis	UP000002148	Streptococcus sanguinis (strain SK36)	388919	2015-06-03	2269
Streptococcus	suis	UP000000243	Streptococcus suis (strain 05ZYH33)	391295	2015-04-13	2178
Streptococcus	thermophilus	UP000000772	Streptococcus thermophilus (strain ATCC BAA-491 / LMD-9)	322159	2015-06-04	1704
Streptomyces	scabies	UP000001444	Streptomyces scabies (strain 87.22) (Streptomyces scabiei)	680198	2015-05-03	8700
Streptomyces	avermitilis	UP000000428	Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NCIMB 12804 / NRRL 8165 / MA-4680)	227882	2015-05-03	7664
Streptomyces	bingchenggensis	UP000000377	Streptomyces bingchenggensis (strain BCW-1)	749414	2015-06-07	10019
Streptomyces	coelicolor	UP000001973	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	100226	2015-05-03	8038
Streptomyces	griseus	UP000001685	Streptomyces griseus subsp. griseus (strain JCM 4626 / NBRC 13350)	455632	2015-06-07	7008
Streptosporangium	roseum	UP000002029	Streptosporangium roseum (strain ATCC 12428 / DSM 43021 / JCM 3005 / NI 9100)	479432	2015-05-03	8955
Strongylocentrotus	purpuratus	UP000007110	Strongylocentrotus purpuratus (Purple sea urchin)	7668	2015-04-13	28593
Sulcia	muelleri	UP000000781	Sulcia muelleri (strain GWSS)	444179	2015-04-09	227
Sulfobacillus	acidophilus	UP000000291	Sulfobacillus acidophilus (strain TPY)	1051632	2015-04-10	3722
Sulfolobus	tokodaii	UP000001015	Sulfolobus tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7)	273063	2015-05-28	2805
Sulfolobus	acidocaldarius	UP000001018	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	330779	2015-04-13	2221
Sulfolobus	islandicus	UP000002308	Sulfolobus islandicus (strain Y.G.57.14 / Yellowstone #1)	439386	2015-06-04	2878
Sulfolobus	solfataricus	UP000001974	Sulfolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2)	273057	2015-05-28	2938
Sulfurihydrogenibium	sp.	UP000001201	Sulfurihydrogenibium sp. (strain YO3AOP1)	436114	2015-04-09	1712
Sulfurihydrogenibium	azorense	UP000001369	Sulfurihydrogenibium azorense (strain Az-Fu1 / DSM 15241 / OCM 825)	204536	2015-04-09	1708
Sulfurimonas	denitrificans	UP000002714	Sulfurimonas denitrificans (strain ATCC 33889 / DSM 1251) (Thiomicrospira denitrificans (strain ATCC 33889 / DSM 1251))	326298	2015-04-09	2084
Sulfurimonas	autotrophica	UP000007803	Sulfurimonas autotrophica (strain ATCC BAA-671 / DSM 16294 / JCM 11897 / OK10)	563040	2015-04-09	2155
Sulfurospirillum	deleyianum	UP000002222	Sulfurospirillum deleyianum (strain ATCC 51133 / DSM 6946 / 5175)	525898	2015-04-09	2243
Sulfurovum	sp.	UP000006378	Sulfurovum sp. (strain NBC37-1)	387093	2015-06-06	2433
Sus	scrofa	UP000008227	Sus scrofa (Pig)	9823	2015-05-10	26086
Symbiobacterium	thermophilum	UP000000417	Symbiobacterium thermophilum (strain T / IAM 14863)	292459	2015-04-13	3313
Synechococcus	sp.	UP000002711	Synechococcus sp. (strain CC9605)	110662	2015-04-09	2633
Synechocystis	sp.	UP000001425	Synechocystis sp. (strain PCC 6803 / Kazusa)	1111708	2015-04-08	3507
Syntrophobacter	fumaroxidans	UP000001784	Syntrophobacter fumaroxidans (strain DSM 10017 / MPOB)	335543	2015-04-09	4012
Syntrophobotulus	glycolicus	UP000007488	Syntrophobotulus glycolicus (strain DSM 8271 / FlGlyR)	645991	2015-04-09	3105
Syntrophomonas	wolfei	UP000001968	Syntrophomonas wolfei subsp. wolfei (strain DSM 2245B / Goettingen)	335541	2015-04-09	2473
Syntrophothermus	lipocalidus	UP000000378	Syntrophothermus lipocalidus (strain DSM 12680 / TGB-C1)	643648	2015-04-09	2311
Syntrophus	aciditrophicus	UP000001933	Syntrophus aciditrophicus (strain SB)	56780	2015-04-13	3145
Taeniopygia	guttata	UP000007754	Taeniopygia guttata (Zebra finch) (Poephila guttata)	59729	2015-04-13	18141
Takifugu	rubripes	UP000005226	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	31033	2015-06-07	47858
Tannerella	forsythia	UP000005436	Tannerella forsythia (strain ATCC 43037 / JCM 10827 / FDC 338) (Bacteroides forsythus)	203275	2015-06-06	2978
Taylorella	equigenitalis	UP000007472	Taylorella equigenitalis (strain MCE9)	937774	2015-04-09	1556
Tepidanaerobacter	acetatoxydans	UP000010802	Tepidanaerobacter acetatoxydans (strain DSM 21804 / JCM 16047 / Re1)	1209989	2015-04-13	2640
Teredinibacter	turnerae	UP000009080	Teredinibacter turnerae (strain ATCC 39867 / T7901)	377629	2015-04-09	4249
Terriglobus	saanensis	UP000006844	Terriglobus saanensis (strain ATCC BAA-1853 / DSM 23119 / SP1PR4)	401053	2015-04-09	4177
Terriglobus	roseus	UP000006056	Terriglobus roseus (strain DSM 18391 / NRRL B-41598 / KBS 63)	926566	2015-04-10	3936
Tetragenococcus	halophilus	UP000002663	Tetragenococcus halophilus (strain DSM 20338 / JCM 20259 / NCIMB 9735 / NBRC 12172) (Pediococcus halophilus)	945021	2015-04-10	2507
Tetraodon	nigroviridis	UP000007303	Tetraodon nigroviridis (Spotted green pufferfish) (Chelonodon nigroviridis)	99883	2015-05-10	23074
Thauera	sp.	UP000002186	Thauera sp. (strain MZ1T)	85643	2015-04-13	3927
Thermaerobacter	marianensis	UP000008915	Thermaerobacter marianensis (strain ATCC 700841 / DSM 12885 / JCM 10246 / 7p75a)	644966	2015-04-09	2324
Thermanaerovibrio	acidaminovorans	UP000002030	Thermanaerovibrio acidaminovorans (strain ATCC 49978 / DSM 6589 / Su883) (Selenomonas acidaminovorans)	525903	2015-04-09	1737
Thermoanaerobacter	tengcongensis	UP000000555	Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4) (Thermoanaerobacter tengcongensis)	273068	2015-04-13	2545
Thermoanaerobacter	italicus	UP000001552	Thermoanaerobacter italicus (strain DSM 9252 / Ab9)	580331	2015-04-22	2240
Thermoanaerobacter	mathranii	UP000002064	Thermoanaerobacter mathranii (strain DSM 11426 / CIP 108742 / A3)	583358	2015-04-22	2158
Thermoanaerobacter	pseudethanolicus	UP000002156	Thermoanaerobacter pseudethanolicus (strain ATCC 33223 / 39E) (Clostridium thermohydrosulfuricum)	340099	2015-06-03	2193
Thermoanaerobacter	sp.	UP000002731	Thermoanaerobacter sp. (strain X513)	573062	2015-06-04	2308
Thermoanaerobacterium	saccharolyticum	UP000006178	Thermoanaerobacterium saccharolyticum (strain DSM 8691 / JW/SL-YS485)	1094508	2015-04-10	2778
Thermobaculum	terrenum	UP000000323	Thermobaculum terrenum (strain ATCC BAA-798 / YNP1)	525904	2015-04-13	2827
Thermobifida	fusca	UP000000434	Thermobifida fusca (strain YX)	269800	2015-05-03	3085
Thermobispora	bispora	UP000006640	Thermobispora bispora (strain ATCC 19993 / DSM 43833 / CBS 139.67 / JCM 10125 / NBRC 14880 / R51)	469371	2015-05-03	3545
